time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-24T12:49:42.551Z,59.2912,-144.2528,41.1,2.9,ml,,,,1.15,ak,ak20289769,2018-10-24T12:54:21.435Z,"119km E of Middleton Island, Alaska",earthquake,,9.3,,,automatic,ak,ak
2018-10-24T12:37:53.184Z,60.5814,-146.7415,19.5,2.7,ml,,,,0.58,ak,ak20289765,2018-10-24T12:58:50.919Z,"54km W of Cordova, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-24T12:19:22.631Z,69.5736,-144.7964,0,3.1,ml,,,,0.87,ak,ak20289758,2018-10-24T12:32:22.040Z,"76km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-24T11:34:37.430Z,-14.5312,167.9944,33.67,4.8,mb,,60,6.952,0.95,us,us1000hgg1,2018-10-24T11:58:34.040Z,"86km SSE of Sola, Vanuatu",earthquake,9.8,5.6,0.05,124,reviewed,us,us
2018-10-24T11:29:01.380Z,-16.3918,177.9706,10,5.1,mww,,67,1.347,1.22,us,us1000hgg0,2018-10-24T12:04:42.826Z,"145km NNE of Lautoka, Fiji",earthquake,7.5,1.8,0.073,18,reviewed,us,us
2018-10-24T09:58:32.280Z,40.9744,78.7329,10,4,mb,,76,1.028,1.2,us,us1000hgfr,2018-10-24T10:23:16.040Z,"129km W of Aksu, China",earthquake,6,2,0.258,4,reviewed,us,us
2018-10-24T09:51:44.504Z,69.6714,-145.039,11.9,2.7,ml,,,,0.93,ak,ak20289736,2018-10-24T10:06:14.040Z,"74km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-24T08:28:25.990Z,18.0316,-68.0683,74,2.51,md,12,236,0.575,0.5,pr,pr2018297005,2018-10-24T11:57:32.900Z,"68km SE of Boca de Yuma, Dominican Republic",earthquake,4.64,3.94,0.38,9,reviewed,pr,pr
2018-10-24T08:25:45.290Z,18.945,-66.8855,42,2.46,md,6,307,0.6126,0.38,pr,pr2018297004,2018-10-24T11:57:06.250Z,"51km NNE of Isabela, Puerto Rico",earthquake,3.45,8.95,0.3,6,reviewed,pr,pr
2018-10-24T07:37:59.010Z,-18.0351,-178.1497,526.28,4.6,mb,,43,3.627,0.99,us,us1000hgf0,2018-10-24T08:55:20.040Z,"295km NNE of Ndoi Island, Fiji",earthquake,9.7,7.5,0.081,46,reviewed,us,us
2018-10-24T06:58:58.293Z,57.5636,-150.5857,44.3,2.9,ml,,,,1.18,ak,ak20289702,2018-10-24T07:02:42.261Z,"111km ESE of Kodiak, Alaska",earthquake,,7.2,,,automatic,ak,ak
2018-10-24T06:57:09.060Z,-5.7145,151.3163,41.46,5.1,mb,,51,1.732,1.24,us,us1000hgem,2018-10-24T07:17:59.040Z,"131km E of Kimbe, Papua New Guinea",earthquake,10,6.1,0.047,146,reviewed,us,us
2018-10-24T06:42:13.445Z,61.0094,-166.867,2.6,4.9,ml,,,,0.59,ak,ak20289691,2018-10-24T09:22:52.102Z,"73km SW of Hooper Bay, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2018-10-24T05:42:56.575Z,58.623,-153.2526,60.1,3.7,ml,,,,0.49,ak,ak20289675,2018-10-24T06:29:30.040Z,"102km NNW of Kodiak Station, Alaska",earthquake,,0.3,,,reviewed,ak,ak
