time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-24T13:10:43.479Z,57.729,-154.1587,49.2,1.9,ml,,,,0.68,ak,ak20289773,2018-10-24T13:14:25.256Z,"23km NNW of Larsen Bay, Alaska",earthquake,,2.9,,,automatic,ak,ak
2018-10-24T12:57:25.980Z,38.8185005,-122.788002,1.24,1.06,md,9,89,0.00775,0.03,nc,nc73101576,2018-10-24T12:59:03.829Z,"5km NNW of The Geysers, CA",earthquake,0.39,0.36,0.13,3,automatic,nc,nc
2018-10-24T12:51:30.750Z,38.8306656,-122.7975006,1.86,2.37,md,38,42,0.009541,0.04,nc,nc73101566,2018-10-24T13:11:03.959Z,"6km W of Cobb, CA",earthquake,0.16,0.25,0.17,16,automatic,nc,nc
2018-10-24T12:49:42.551Z,59.2912,-144.2528,41.1,2.9,ml,,,,1.15,ak,ak20289769,2018-10-24T12:54:21.435Z,"119km E of Middleton Island, Alaska",earthquake,,9.3,,,automatic,ak,ak
2018-10-24T12:47:07.250Z,38.7458344,-122.7183304,1.19,1.65,md,10,115,0.02161,0.02,nc,nc73101561,2018-10-24T13:11:03.108Z,"4km SW of Anderson Springs, CA",earthquake,0.43,0.66,0.21,5,automatic,nc,nc
2018-10-24T12:44:24.050Z,36.4648323,-121.0403366,4.98,1.56,md,9,156,0.04356,0.04,nc,nc73101556,2018-10-24T12:59:04.039Z,"12km SE of Pinnacles, CA",earthquake,0.45,1.09,0.24,8,automatic,nc,nc
2018-10-24T12:42:14.940Z,33.4873352,-116.7943344,4.32,1.48,ml,60,23,0.02547,0.19,ci,ci37402882,2018-10-24T12:53:01.500Z,"8km NE of Aguanga, CA",earthquake,0.21,0.5,0.198,24,automatic,ci,ci
2018-10-24T12:37:53.184Z,60.5814,-146.7415,19.5,2.7,ml,,,,0.58,ak,ak20289765,2018-10-24T12:58:50.919Z,"54km W of Cordova, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-24T12:34:09.720Z,33.083,-116.4791667,5.92,1.89,ml,66,21,0.09941,0.17,ci,ci37402866,2018-10-24T12:44:55.640Z,"12km E of Julian, CA",earthquake,0.2,0.84,0.173,26,automatic,ci,ci
2018-10-24T12:23:04.220Z,38.7459984,-122.7173309,0.36,1.7,md,13,85,0.0223,0.02,nc,nc73101541,2018-10-24T12:37:02.914Z,"4km SW of Anderson Springs, CA",earthquake,0.31,0.55,0.08,6,automatic,nc,nc
2018-10-24T12:19:22.631Z,69.5736,-144.7964,0,3.1,ml,,,,0.87,ak,ak20289758,2018-10-24T12:32:22.040Z,"76km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-24T11:46:55.210Z,38.2663,-117.0842,12,1.5,ml,9,167.01,1.126,0.31,nn,nn00662552,2018-10-24T11:49:26.932Z,"25km NNE of Tonopah, Nevada",earthquake,,6.8,,,automatic,nn,nn
2018-10-24T11:40:28.780Z,62.2726,-147.3454,34.8,2,ml,,,,0.67,ak,ak20289752,2018-10-24T11:44:57.273Z,"94km NE of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-24T11:34:37.430Z,-14.5312,167.9944,33.67,4.8,mb,,60,6.952,0.95,us,us1000hgg1,2018-10-24T11:58:34.040Z,"86km SSE of Sola, Vanuatu",earthquake,9.8,5.6,0.05,124,reviewed,us,us
2018-10-24T11:29:01.380Z,-16.3918,177.9706,10,5.1,mww,,67,1.347,1.22,us,us1000hgg0,2018-10-24T12:04:42.826Z,"145km NNE of Lautoka, Fiji",earthquake,7.5,1.8,0.073,18,reviewed,us,us
2018-10-24T11:17:29.028Z,68.9134,-146.4485,0,1.8,ml,,,,0.83,ak,ak20289745,2018-10-24T11:29:03.839Z,"95km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-24T11:08:51.510Z,19.4475002,-154.866333,0.38,1.83,md,31,209,0.04985,0.3,hv,hv70668887,2018-10-24T11:12:26.380Z,"5km ESE of Leilani Estates, Hawaii",earthquake,1.1,0.36,0.14,11,automatic,hv,hv
2018-10-24T11:06:09.547Z,64.2712,-148.5647,1.1,1.6,ml,,,,0.44,ak,ak20289742,2018-10-24T11:11:40.285Z,"43km SE of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-24T10:18:11.890Z,36.701,-117.2687,6.1,1.2,ml,25,193.7,0.206,0.14,nn,nn00662538,2018-10-24T10:20:29.010Z,"50km WSW of Beatty, Nevada",earthquake,,14.4,,,automatic,nn,nn
2018-10-24T09:58:32.280Z,40.9744,78.7329,10,4,mb,,76,1.028,1.2,us,us1000hgfr,2018-10-24T10:23:16.040Z,"129km W of Aksu, China",earthquake,6,2,0.258,4,reviewed,us,us
2018-10-24T09:51:44.504Z,69.6714,-145.039,11.9,2.7,ml,,,,0.93,ak,ak20289736,2018-10-24T10:06:14.040Z,"74km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-24T09:44:15.100Z,57.7691,-156.5171,139.9,2.1,ml,,,,0.51,ak,ak20289733,2018-10-24T09:49:34.201Z,"102km S of King Salmon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-24T08:44:22.238Z,60.2312,-152.5468,99.6,2.2,ml,,,,0.81,ak,ak20289729,2018-10-24T08:48:32.852Z,"30km SSE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-24T08:42:55.491Z,69.5582,-144.2206,0,1.9,ml,,,,0.9,ak,ak20289728,2018-10-24T08:46:52.346Z,"67km SSW of Kaktovik, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-10-24T08:28:25.990Z,18.0316,-68.0683,74,2.51,md,12,236,0.575,0.5,pr,pr2018297005,2018-10-24T11:57:32.900Z,"68km SE of Boca de Yuma, Dominican Republic",earthquake,4.64,3.94,0.38,9,reviewed,pr,pr
2018-10-24T08:25:45.290Z,18.945,-66.8855,42,2.46,md,6,307,0.6126,0.38,pr,pr2018297004,2018-10-24T11:57:06.250Z,"51km NNE of Isabela, Puerto Rico",earthquake,3.45,8.95,0.3,6,reviewed,pr,pr
