time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-21T17:51:54.050Z,40.2931671,-124.7111664,18.16,2.63,md,18,256,0.282,0.16,nc,nc73307086,2019-11-21T17:56:02.749Z,"36km W of Petrolia, CA",earthquake,2.52,0.85,0.17,8,automatic,nc,nc
2019-11-21T17:36:55.871Z,-5.2888,103.5596,65.26,4.8,mb,,87,2.629,0.82,us,us70006b5m,2019-11-21T18:00:44.040Z,"36km SW of Kuripan, Indonesia",earthquake,10.7,9.2,0.09,38,reviewed,us,us
2019-11-21T14:11:09.765Z,26.1761,91.2295,48.09,4.2,mb,,147,0.828,1.08,us,us70006b0f,2019-11-21T17:06:23.607Z,"27km SE of Barpeta, India",earthquake,5.4,9.9,0.167,10,reviewed,us,us
2019-11-21T13:53:27.520Z,18.977,-65.843,7,2.73,md,9,304,0.71,0.2,pr,pr2019325020,2019-11-21T14:29:58.867Z,"60km N of Loiza, Puerto Rico",earthquake,3.17,3.04,0.26,9,reviewed,pr,pr
2019-11-21T12:41:43.920Z,19.0026,-66.9135,96,3.11,md,7,256,0.5705,0.38,pr,pr2019325023,2019-11-21T17:14:21.217Z,"56km NNE of Isabela, Puerto Rico",earthquake,4.4,5.39,0.16,6,reviewed,pr,pr
2019-11-21T11:47:47.340Z,18.9576,-65.8791,7,2.98,md,4,323,0.6801,0.32,pr,pr2019325021,2019-11-21T14:43:43.395Z,"58km N of Loiza, Puerto Rico",earthquake,20.18,19.53,0.1,4,reviewed,pr,pr
2019-11-21T10:13:17.310Z,19.4810009,-155.5901642,-0.78,2.47,ml,27,82,0.06864,0.26,hv,hv71245196,2019-11-21T10:20:11.260Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.62,1.1,3.17,23,automatic,hv,hv
2019-11-21T09:50:47.320Z,17.8663,-68.3268,175,3.56,md,7,338,1.2252,0.38,pr,pr2019325018,2019-11-21T11:27:15.240Z,"64km SSE of Boca de Yuma, Dominican Republic",earthquake,7.44,3.23,0.2,7,reviewed,pr,pr
2019-11-21T09:44:56.280Z,18.9686,-65.891,11,2.7,md,6,301,0.6871,0.25,pr,pr2019325017,2019-11-21T11:11:38.833Z,"59km N of Loiza, Puerto Rico",earthquake,6.73,9.3,0.48,6,reviewed,pr,pr
2019-11-21T09:19:50.183Z,7.2595,-34.0659,10,5,mb,,152,13.129,1.01,us,us70006ax4,2019-11-21T10:05:50.040Z,"Central Mid-Atlantic Ridge",earthquake,14.5,2,0.12,22,reviewed,us,us
